,ids,Land,map_tiles
4393,4393,2,land
4394,4394,2,land
4395,4395,2,land
4396,4396,2,land
4397,4397,2,land
4398,4398,2,land
4399,4399,2,land
4400,4400,2,land
4401,4401,2,land
4402,4402,2,land
4403,4403,1,water
4404,4404,1,water
4405,4405,1,water
4406,4406,1,water
4407,4407,1,water
4408,4408,1,water
4409,4409,1,water
4410,4410,1,water
4411,4411,1,water
4412,4412,1,water
4413,4413,1,water
4414,4414,1,water
4415,4415,1,water
4416,4416,1,water
4417,4417,1,water
4418,4418,1,water
4419,4419,1,water
4420,4420,1,water
4421,4421,1,water
4422,4422,2,land
4423,4423,2,land
4424,4424,2,land
4425,4425,2,land
4426,4426,2,land
4427,4427,2,land
4428,4428,2,land
4429,4429,1,water
4430,4430,1,water
4431,4431,1,water
4432,4432,1,water
4433,4433,1,water
4434,4434,1,water
4435,4435,1,water
4436,4436,1,water
4437,4437,1,water
4438,4438,1,water
4439,4439,1,water
4440,4440,1,water
4441,4441,1,water
4442,4442,1,water
4443,4443,1,water
4444,4444,1,water
4445,4445,1,water
4446,4446,1,water
4447,4447,1,water
4448,4448,1,water
4449,4449,1,water
4450,4450,1,water
4451,4451,1,water
4452,4452,1,water
4453,4453,1,water
4454,4454,1,water
4455,4455,1,water
4456,4456,1,water
4457,4457,1,water
4458,4458,1,water
4459,4459,1,water
4460,4460,1,water
4461,4461,1,water
4462,4462,1,water
4463,4463,1,water
4464,4464,2,land
4465,4465,2,land
4466,4466,2,land
4467,4467,2,land
4468,4468,2,land
4469,4469,2,land
4470,4470,2,land
4471,4471,2,land
4472,4472,2,land
4473,4473,2,land
4474,4474,2,land
4475,4475,1,water
4476,4476,1,water
4477,4477,1,water
4478,4478,1,water
4479,4479,1,water
4480,4480,1,water
4481,4481,1,water
4482,4482,1,water
4483,4483,1,water
4484,4484,1,water
4485,4485,1,water
4486,4486,1,water
4487,4487,1,water
4488,4488,1,water
4489,4489,1,water
4490,4490,1,water
4491,4491,1,water
4492,4492,1,water
4493,4493,2,land
4494,4494,2,land
4495,4495,2,land
4496,4496,2,land
4497,4497,2,land
4498,4498,2,land
4499,4499,2,land
4500,4500,1,water
4501,4501,1,water
4502,4502,1,water
4503,4503,1,water
4504,4504,1,water
4505,4505,1,water
4506,4506,1,water
4507,4507,1,water
4508,4508,1,water
4509,4509,1,water
4510,4510,1,water
4511,4511,1,water
4512,4512,1,water
4513,4513,1,water
4514,4514,1,water
4515,4515,1,water
4516,4516,1,water
4517,4517,1,water
4518,4518,1,water
4519,4519,1,water
4520,4520,1,water
4521,4521,1,water
4522,4522,1,water
4523,4523,1,water
4524,4524,1,water
4525,4525,1,water
4526,4526,1,water
4527,4527,1,water
4528,4528,1,water
4529,4529,1,water
4530,4530,1,water
4531,4531,1,water
4532,4532,1,water
4533,4533,1,water
4534,4534,1,water
4535,4535,1,water
4536,4536,2,land
4537,4537,2,land
4538,4538,2,land
4539,4539,2,land
4540,4540,2,land
4541,4541,2,land
4542,4542,2,land
4543,4543,2,land
4544,4544,2,land
4545,4545,2,land
4546,4546,2,land
4547,4547,2,land
4548,4548,2,land
4549,4549,1,water
4550,4550,1,water
4551,4551,1,water
4552,4552,1,water
4553,4553,1,water
4554,4554,1,water
4555,4555,1,water
4556,4556,1,water
4557,4557,1,water
4558,4558,1,water
4559,4559,1,water
4560,4560,1,water
4561,4561,1,water
4562,4562,1,water
4563,4563,2,land
4564,4564,2,land
4565,4565,2,land
4566,4566,2,land
4567,4567,2,land
4568,4568,2,land
4569,4569,2,land
4570,4570,2,land
4571,4571,1,water
4572,4572,1,water
4573,4573,1,water
4574,4574,1,water
4575,4575,1,water
4576,4576,1,water
4577,4577,1,water
4578,4578,1,water
4579,4579,1,water
4580,4580,1,water
4581,4581,1,water
4582,4582,1,water
4583,4583,1,water
4584,4584,1,water
4585,4585,1,water
4586,4586,1,water
4587,4587,1,water
4588,4588,1,water
4589,4589,1,water
4590,4590,1,water
4591,4591,1,water
4592,4592,1,water
4593,4593,1,water
4594,4594,1,water
4595,4595,1,water
4596,4596,1,water
4597,4597,1,water
4598,4598,1,water
4599,4599,1,water
4600,4600,1,water
4601,4601,1,water
4602,4602,1,water
4603,4603,1,water
4604,4604,1,water
4605,4605,1,water
4606,4606,1,water
4607,4607,2,land
4608,4608,2,land
4609,4609,2,land
4610,4610,2,land
4611,4611,2,land
4612,4612,2,land
4613,4613,2,land
4614,4614,2,land
4615,4615,2,land
4616,4616,2,land
4617,4617,2,land
4618,4618,2,land
4619,4619,2,land
4620,4620,2,land
4621,4621,2,land
4622,4622,1,water
4623,4623,1,water
4624,4624,2,land
4625,4625,2,land
4626,4626,1,water
4627,4627,2,land
4628,4628,2,land
4629,4629,2,land
4630,4630,2,land
4631,4631,1,water
4632,4632,2,land
4633,4633,2,land
4634,4634,2,land
4635,4635,2,land
4636,4636,2,land
4637,4637,2,land
4638,4638,2,land
4639,4639,2,land
4640,4640,2,land
4641,4641,2,land
4642,4642,2,land
4643,4643,1,water
4644,4644,1,water
4645,4645,1,water
4646,4646,1,water
4647,4647,1,water
4648,4648,1,water
4649,4649,1,water
4650,4650,1,water
4651,4651,1,water
4652,4652,1,water
4653,4653,1,water
4654,4654,1,water
4655,4655,1,water
4656,4656,1,water
4657,4657,1,water
4658,4658,1,water
4659,4659,1,water
4660,4660,1,water
4661,4661,1,water
4662,4662,1,water
4663,4663,1,water
4664,4664,1,water
4665,4665,1,water
4666,4666,1,water
4667,4667,1,water
4668,4668,1,water
4669,4669,1,water
4670,4670,1,water
4671,4671,1,water
4672,4672,1,water
4673,4673,1,water
4674,4674,1,water
4675,4675,1,water
4676,4676,1,water
4677,4677,1,water
4678,4678,1,water
4679,4679,2,land
4680,4680,2,land
4681,4681,2,land
4682,4682,2,land
4683,4683,2,land
4684,4684,2,land
4685,4685,2,land
4686,4686,2,land
4687,4687,2,land
4688,4688,2,land
4689,4689,2,land
4690,4690,2,land
4691,4691,2,land
4692,4692,2,land
4693,4693,2,land
4694,4694,2,land
4695,4695,2,land
4696,4696,2,land
4697,4697,2,land
4698,4698,2,land
4699,4699,2,land
4700,4700,2,land
4701,4701,2,land
4702,4702,2,land
4703,4703,2,land
4704,4704,2,land
4705,4705,2,land
4706,4706,2,land
4707,4707,2,land
4708,4708,2,land
4709,4709,2,land
4710,4710,2,land
4711,4711,2,land
4712,4712,2,land
4713,4713,2,land
4714,4714,1,water
4715,4715,1,water
4716,4716,1,water
4717,4717,1,water
4718,4718,1,water
4719,4719,1,water
4720,4720,1,water
4721,4721,1,water
4722,4722,1,water
4723,4723,1,water
4724,4724,1,water
4725,4725,1,water
4726,4726,1,water
4727,4727,1,water
4728,4728,1,water
4729,4729,1,water
4730,4730,1,water
4731,4731,1,water
4732,4732,1,water
4733,4733,1,water
4734,4734,1,water
4735,4735,1,water
4736,4736,1,water
4737,4737,1,water
4738,4738,1,water
4739,4739,1,water
4740,4740,1,water
4741,4741,1,water
4742,4742,1,water
4743,4743,1,water
4744,4744,1,water
4745,4745,1,water
4746,4746,1,water
4747,4747,1,water
4748,4748,1,water
4749,4749,1,water
4750,4750,1,water
4751,4751,2,land
4752,4752,2,land
4753,4753,2,land
4754,4754,2,land
4755,4755,2,land
4756,4756,2,land
4757,4757,2,land
4758,4758,2,land
4759,4759,2,land
4760,4760,2,land
4761,4761,2,land
4762,4762,2,land
4763,4763,2,land
4764,4764,2,land
4765,4765,2,land
4766,4766,2,land
4767,4767,2,land
4768,4768,2,land
4769,4769,2,land
4770,4770,2,land
4771,4771,2,land
4772,4772,2,land
4773,4773,2,land
4774,4774,2,land
4775,4775,2,land
4776,4776,2,land
4777,4777,2,land
4778,4778,2,land
4779,4779,2,land
4780,4780,2,land
4781,4781,2,land
4782,4782,2,land
4783,4783,2,land
4784,4784,2,land
4785,4785,1,water
4786,4786,1,water
4787,4787,1,water
4788,4788,1,water
4789,4789,1,water
4790,4790,1,water
4791,4791,1,water
4792,4792,1,water
4793,4793,1,water
4794,4794,1,water
4795,4795,1,water
4796,4796,1,water
4797,4797,1,water
4798,4798,1,water
4799,4799,1,water
4800,4800,1,water
4801,4801,1,water
4802,4802,1,water
4803,4803,1,water
4804,4804,1,water
4805,4805,1,water
4806,4806,1,water
4807,4807,1,water
4808,4808,1,water
4809,4809,1,water
4810,4810,1,water
4811,4811,1,water
4812,4812,1,water
4813,4813,1,water
4814,4814,1,water
4815,4815,1,water
4816,4816,1,water
4817,4817,1,water
4818,4818,1,water
4819,4819,1,water
4820,4820,1,water
4821,4821,1,water
4822,4822,1,water
4823,4823,1,water
4824,4824,2,land
4825,4825,2,land
4826,4826,2,land
4827,4827,2,land
4828,4828,2,land
4829,4829,2,land
4830,4830,2,land
4831,4831,2,land
4832,4832,2,land
4833,4833,2,land
4834,4834,2,land
4835,4835,2,land
4836,4836,2,land
4837,4837,2,land
4838,4838,2,land
4839,4839,2,land
4840,4840,2,land
4841,4841,2,land
4842,4842,2,land
4843,4843,2,land
4844,4844,2,land
4845,4845,2,land
4846,4846,2,land
4847,4847,2,land
4848,4848,2,land
4849,4849,2,land
4850,4850,2,land
4851,4851,2,land
4852,4852,2,land
4853,4853,2,land
4854,4854,2,land
4855,4855,2,land
4856,4856,2,land
4857,4857,2,land
4858,4858,2,land
4859,4859,1,water
4860,4860,1,water
4861,4861,1,water
4862,4862,1,water
4863,4863,1,water
4864,4864,1,water
4865,4865,1,water
4866,4866,1,water
4867,4867,1,water
4868,4868,1,water
4869,4869,1,water
4870,4870,1,water
4871,4871,1,water
4872,4872,1,water
4873,4873,1,water
4874,4874,1,water
4875,4875,1,water
4876,4876,1,water
4877,4877,1,water
4878,4878,1,water
4879,4879,1,water
4880,4880,1,water
4881,4881,1,water
4882,4882,1,water
4883,4883,1,water
4884,4884,1,water
4885,4885,1,water
4886,4886,1,water
4887,4887,1,water
4888,4888,1,water
4889,4889,1,water
4890,4890,1,water
4891,4891,1,water
4892,4892,1,water
4893,4893,1,water
4894,4894,1,water
4895,4895,1,water
4896,4896,2,land
4897,4897,2,land
4898,4898,2,land
4899,4899,2,land
4900,4900,2,land
4901,4901,2,land
4902,4902,2,land
4903,4903,2,land
4904,4904,2,land
4905,4905,2,land
4906,4906,2,land
4907,4907,2,land
4908,4908,2,land
4909,4909,2,land
4910,4910,2,land
4911,4911,2,land
4912,4912,2,land
4913,4913,2,land
4914,4914,2,land
4915,4915,2,land
4916,4916,2,land
4917,4917,2,land
4918,4918,2,land
4919,4919,2,land
4920,4920,2,land
4921,4921,2,land
4922,4922,2,land
4923,4923,2,land
4924,4924,2,land
4925,4925,2,land
4926,4926,2,land
4927,4927,2,land
4928,4928,2,land
4929,4929,2,land
4930,4930,2,land
4931,4931,2,land
4932,4932,1,water
4933,4933,1,water
4934,4934,1,water
4935,4935,1,water
4936,4936,1,water
4937,4937,1,water
4938,4938,1,water
4939,4939,1,water
4940,4940,1,water
4941,4941,1,water
4942,4942,1,water
4943,4943,1,water
4944,4944,1,water
4945,4945,1,water
4946,4946,1,water
4947,4947,1,water
4948,4948,1,water
4949,4949,1,water
4950,4950,1,water
4951,4951,1,water
4952,4952,1,water
4953,4953,1,water
4954,4954,1,water
4955,4955,1,water
4956,4956,1,water
4957,4957,1,water
4958,4958,1,water
4959,4959,1,water
4960,4960,1,water
4961,4961,1,water
4962,4962,1,water
4963,4963,1,water
4964,4964,1,water
4965,4965,1,water
4966,4966,1,water
4967,4967,1,water
4968,4968,2,land
4969,4969,2,land
4970,4970,2,land
4971,4971,2,land
4972,4972,2,land
4973,4973,2,land
4974,4974,2,land
4975,4975,2,land
4976,4976,2,land
4977,4977,2,land
4978,4978,2,land
4979,4979,2,land
4980,4980,2,land
4981,4981,2,land
4982,4982,2,land
4983,4983,2,land
4984,4984,2,land
4985,4985,2,land
4986,4986,2,land
4987,4987,2,land
4988,4988,2,land
4989,4989,2,land
4990,4990,2,land
4991,4991,2,land
4992,4992,2,land
4993,4993,2,land
4994,4994,2,land
4995,4995,2,land
4996,4996,2,land
4997,4997,2,land
4998,4998,2,land
4999,4999,2,land
5000,5000,2,land
5001,5001,2,land
5002,5002,2,land
5003,5003,2,land
5004,5004,2,land
5005,5005,1,water
5006,5006,1,water
5007,5007,1,water
5008,5008,1,water
5009,5009,1,water
5010,5010,1,water
5011,5011,1,water
5012,5012,1,water
5013,5013,1,water
5014,5014,1,water
5015,5015,1,water
5016,5016,1,water
5017,5017,1,water
5018,5018,1,water
5019,5019,1,water
5020,5020,1,water
5021,5021,1,water
5022,5022,1,water
5023,5023,1,water
5024,5024,1,water
5025,5025,1,water
5026,5026,1,water
5027,5027,1,water
5028,5028,1,water
5029,5029,1,water
5030,5030,1,water
5031,5031,1,water
5032,5032,1,water
5033,5033,1,water
5034,5034,1,water
5035,5035,1,water
5036,5036,1,water
5037,5037,1,water
5038,5038,1,water
5039,5039,1,water
5040,5040,2,land
5041,5041,2,land
5042,5042,2,land
5043,5043,2,land
5044,5044,2,land
5045,5045,2,land
5046,5046,2,land
5047,5047,2,land
5048,5048,2,land
5049,5049,2,land
5050,5050,2,land
5051,5051,2,land
5052,5052,2,land
5053,5053,2,land
5054,5054,2,land
5055,5055,2,land
5056,5056,2,land
5057,5057,2,land
5058,5058,2,land
5059,5059,2,land
5060,5060,2,land
5061,5061,2,land
5062,5062,2,land
5063,5063,2,land
5064,5064,2,land
5065,5065,2,land
5066,5066,2,land
5067,5067,2,land
5068,5068,2,land
5069,5069,2,land
5070,5070,2,land
5071,5071,2,land
5072,5072,2,land
5073,5073,2,land
5074,5074,2,land
5075,5075,2,land
5076,5076,2,land
5077,5077,2,land
5078,5078,1,water
5079,5079,1,water
5080,5080,1,water
5081,5081,1,water
5082,5082,1,water
5083,5083,1,water
5084,5084,1,water
5085,5085,1,water
5086,5086,1,water
5087,5087,1,water
5088,5088,1,water
5089,5089,1,water
5090,5090,1,water
5091,5091,1,water
5092,5092,1,water
5093,5093,1,water
5094,5094,1,water
5095,5095,1,water
5096,5096,1,water
5097,5097,1,water
5098,5098,1,water
5099,5099,1,water
5100,5100,1,water
5101,5101,1,water
5102,5102,1,water
5103,5103,1,water
5104,5104,1,water
5105,5105,1,water
5106,5106,1,water
5107,5107,1,water
5108,5108,1,water
5109,5109,1,water
5110,5110,1,water
5111,5111,1,water
5112,5112,2,land
5113,5113,2,land
5114,5114,2,land
5115,5115,2,land
5116,5116,2,land
5117,5117,2,land
5118,5118,2,land
5119,5119,2,land
5120,5120,2,land
5121,5121,2,land
5122,5122,2,land
5123,5123,2,land
5124,5124,2,land
5125,5125,2,land
5126,5126,2,land
5127,5127,2,land
5128,5128,2,land
5129,5129,2,land
5130,5130,2,land
5131,5131,2,land
5132,5132,2,land
5133,5133,2,land
5134,5134,2,land
5135,5135,2,land
5136,5136,2,land
5137,5137,2,land
5138,5138,2,land
5139,5139,2,land
5140,5140,2,land
5141,5141,2,land
5142,5142,2,land
5143,5143,2,land
5144,5144,2,land
5145,5145,2,land
5146,5146,2,land
5147,5147,2,land
5148,5148,2,land
5149,5149,2,land
5150,5150,2,land
5151,5151,1,water
5152,5152,1,water
5153,5153,1,water
5154,5154,1,water
5155,5155,1,water
5156,5156,1,water
5157,5157,1,water
5158,5158,1,water
5159,5159,1,water
5160,5160,1,water
5161,5161,1,water
5162,5162,1,water
5163,5163,1,water
5164,5164,1,water
5165,5165,1,water
5166,5166,1,water
5167,5167,1,water
5168,5168,1,water
5169,5169,1,water
5170,5170,1,water
5171,5171,1,water
5172,5172,1,water
5173,5173,1,water
5174,5174,1,water
5175,5175,1,water
5176,5176,1,water
5177,5177,1,water
5178,5178,1,water
5179,5179,1,water
5180,5180,1,water
5181,5181,1,water
5182,5182,1,water
5183,5183,1,water
